OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,Latitude,Longitude
1070,39850, ,San Felice Circeo, ,IT SFE,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,41.23,13.10
1071,40460, ,Corigliano Calabro, ,IT CGC,Italy,Golfo di Taranto; Mediterranean Sea; North Atlantic Ocean,39.67,16.53
1072,40450, ,Ciro Marina, ,IT MRM,Italy,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,39.37,17.14
1073,40510,Italy East Coast -- 40390,Monopoli, ,IT MNP,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,40.96,17.31
1074,40280, ,Riposta, ,IT RPT,Italy,Mediterranean Sea; North Atlantic Ocean,37.74,15.21
1075,40140, ,Castellammare Del Golfo, ,IT CTR,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,38.03,12.89
1076,40520, ,Mola Di Bari, ,IT ODB,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,41.06,17.10
1077,39940,Italy West Coast Cont -- 39730,Pozzuoli, ,IT POZ,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,40.82,14.11
1078,40355, ,Cala Pozzolana, , ,Italy,Mediterranean Sea; North Atlantic Ocean,35.86,12.85
1079,39900, ,Forio, ,IT FRD,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,40.74,13.86
1080,39310,Sardegna -- 39130,Porto Torres,Torres,IT PTO,Italy,Mediterranean Sea; North Atlantic Ocean,40.85,8.40
1081,40200,Sicilia -- 40090,Porto Empedocle,Empedocle,IT PEM,Italy,Mediterranean Sea; North Atlantic Ocean,37.28,13.53
1082,40630,Italy East Coast -- 40390,Pescara, ,IT PSR,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,42.46,14.24
1083,40490,Italy East Coast -- 40390,Otranto, ,IT OTO,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,40.15,18.49
1084,40165, ,Favignana, ,IT FAV,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,37.93,12.32
1085,39920, ,Procida, ,IT PRO,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,40.77,14.03
1086,39865, ,Formia, ,IT FOM,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,41.25,13.61
1087,40670, ,Senigallia, ,IT SEG,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,43.72,13.22
1088,40635, ,Giulianova, ,IT GUI,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,42.76,13.98
1089,40150,Sicilia -- 40090,Trapani, ,IT TPS,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,38.01,12.51
1090,39420,Italy West Coast -- 39330,Rada Di Vado,Vado Liguri,IT VDL,Italy,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,44.27,8.45
1091,40160, ,Marettimo, ,IT MMO,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,37.97,12.08
1092,39260,Sardegna -- 39130,Porto Vesme,Vesme,IT PVE,Italy,Mediterranean Sea; North Atlantic Ocean,39.19,8.38
1093,40080,Italy West Coast Cont -- 39730,Reggio Di Calabria, ,IT REG,Italy,Mediterranean Sea; North Atlantic Ocean,38.13,15.65
1094,39905, ,Casamicciola, ,IT CML,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,40.75,13.91
1095,40710, ,Cesenatico, ,IT CNT,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,44.21,12.41
1096,39790,Italy West Coast Cont -- 39730,Porto Santo Stefano,Santo Stefano,IT PSS,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,42.44,11.12
1097,7840,United States E Coast -- 6585,Tompkinsville SI, , ,United States,North Atlantic Ocean,40.63,-74.07
1098,40350,Italy -- 40345,Lampedusa, ,IT LMP,Italy,Mediterranean Sea; North Atlantic Ocean,35.49,12.60
1099,61810,Japan -- 61100,Tsuruga Ko,Turuga,JP TRG,Japan,Sea of Japan; North Pacific Ocean,35.65,136.07
1100,7830,United States E Coast -- 6585,Stapleton SI, , ,United States,North Atlantic Ocean,40.63,-74.07
1101,48257,Oman -- 48225,Port Of Sohar, ,OM SOH,Oman,Gulf of Oman; Indian Ocean,24.52,56.63
1102,40243,Italy -- 39125,Santa Panagia,Baia S. Panagia,IT SPA,Italy,Mediterranean Sea; North Atlantic Ocean,37.07,15.30
1103,61400,Japan -- 61100,Yokosuka Ko, ,JP YOS,Japan,North Pacific Ocean,35.28,139.67
1104,39780,Italy -- 39125,Giglio Porto,Porto Del Giglio,IT GPR,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,42.36,10.92
1105,40230,Sicilia -- 40090,Pozzallo, ,IT PZL,Italy,Mediterranean Sea; North Atlantic Ocean,36.72,14.85
1106,40190,Italy -- 39125,Sciacca,Sciacea,IT SCK,Italy,Mediterranean Sea; North Atlantic Ocean,37.50,13.08
1107,39930, ,Baia, ,IT BAI,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,40.82,14.07
1108,40780,Italy -- 40345,Nogaro,Porto Nogaro,IT PNG,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,45.76,13.17
1109,40730, ,Porto Garibaldi, ,IT PGA,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,44.68,12.25
1110,40690,Italy East Coast -- 40390,Pesaro, ,IT PES,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,43.93,12.90
1111,45140,Egypt Mediterranean -- 45120,Bur Sa'id,Port Said; Bur Said,EG PSD,Egypt,Mediterranean Sea; North Atlantic Ocean,31.27,32.30
1112,47960,Egypt Red Sea -- 47950,Nuwaybi',Nuwaybi'a; Nuweiba El Muzeima,EG NUW,Egypt,Gulf of Aqaba; Red Sea; Indian Ocean,28.97,34.65
1113,47982,Egypt Red Sea -- 47950,At Tur,El Tur Harbor,EG TOR,Egypt,Gulf of Suez; Red Sea; Indian Ocean,28.23,33.62
1114,47987,Egypt Red Sea -- 47950,Marsa az Zaytiyah,East Zeit Terminal, ,Egypt,Gulf of Suez; Red Sea; Indian Ocean,27.85,33.60
1115,48615,India West Coast -- 48610,Vadinar Terminal, ,IN VAD,India,Arabian Sea; Indian Ocean,22.47,69.67
1116,48613,India West Coast -- 48610,Sikka, ,IN SKK,India,Arabian Sea; Indian Ocean,22.43,69.83
1117,48680,India West Coast -- 48610,Porbandar, ,IN PBD,India,Arabian Sea; Indian Ocean,21.63,69.60
1118,49030,India West Coast -- 48610,New Mangalore, ,IN NML,India,Laccadive Sea; Indian Ocean,12.92,74.82
1119,49130,India West Coast -- 48610,Kochi (Cochin), ,IN KOC,India,Laccadive Sea; Indian Ocean,9.97,76.23
1120,49320,India East Coast -- 49310,Tuticorin, ,IN TUT,India,Palk Strait; Indian Ocean,8.80,78.17
1121,49010,India West Coast -- 48610,Honavar, , ,India,Arabian Sea; Indian Ocean,14.28,74.45
1122,49455,India East Coast -- 49310,Krishnapatnam, ,INKRI,India,Bay of Bengal; Indian Ocean,14.25,80.13
1123,49287,Sri Lanka -- 49210,Batticaloa Roads, , ,Sri Lanka,Bay of Bengal; Indian Ocean,7.77,81.68
1124,49255,Sri Lanka -- 49210,Hambantota, ,LKHBA,Sri Lanka,Indian Ocean,6.12,81.13
1125,48890,India West Coast -- 48610,Port Dabhol, ,INDHP,India,Arabian Sea; Indian Ocean,17.58,73.17
1126,48895,India West Coast -- 48610,Jaigarh Bay, ,INJGD,India,Arabian Sea; Indian Ocean,17.30,73.22
1127,48720,India West Coast -- 48610,Jafarabad, ,INJBD,India,Arabian Sea; Indian Ocean,20.87,71.38
1128,49540,India East Coast -- 49310,Dhamra, ,INDMQ,India,Bay of Bengal; Indian Ocean,20.82,86.97
1129,49479,India East Coast -- 49310,Gangavaram, ,INGGV,India,Bay of Bengal; Indian Ocean,17.63,83.25
1130,49470,India East Coast -- 49310,Kakinada Bay,Kakinada; Kakinada Bay,IN KAK,India,Bay of Bengal; Indian Ocean,17.00,82.32
1131,49370,India East Coast -- 49310,Karaikal Port, ,IN KRK,India,Bay of Bengal; Indian Ocean,10.83,79.87
1132,49410,India East Coast -- 49310,Cuddalore, ,IN CDL,India,Bay of Bengal; Indian Ocean,11.72,79.77
1133,48770,India West Coast -- 48610,Magdalla,Hazira,IN MDA,India,Arabian Sea; Indian Ocean,21.15,72.75
1134,49290,Sri Lanka -- 49210,Trincomalee Harbor, ,LK TRR,Sri Lanka,Bay of Bengal; Indian Ocean,8.55,81.22
1135,39155,Sardegna -- 39130,Porto Cervo, ,IT PCE,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,41.14,9.54
1136,39280,Sardegna -- 39130,Alghero, ,IT AHO,Italy,Mediterranean Sea; North Atlantic Ocean,40.57,8.31
1137,39170,Sardegna -- 39130,Golfo Aranci, ,IT GAI,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,40.99,9.62
1138,39230,Sardegna -- 39130,Sant'Antioco, ,IT SAT,Italy,Mediterranean Sea; North Atlantic Ocean,39.07,8.46
1139,39150,Sardegna -- 39130,Liscia Di Vacca, , ,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,41.14,9.51
1140,39160,Sardegna -- 39130,Cala Volpe, , ,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,41.09,9.54
1141,49560,India East Coast -- 49310,Calcutta, ,IN CCU,India,Bay of Bengal; Indian Ocean,22.55,88.33
1142,48845,India West Coast -- 48610,Jawaharlal Nehru Port (Nhava Shiva), ,IN NSA,India,Arabian Sea; Indian Ocean,18.95,72.95
1143,48990,India West Coast -- 48610,Karwar, ,IN KRW,India,Arabian Sea; Indian Ocean,14.82,74.12
1144,49590,Bangladesh -- 49570,Chittagong, ,BD CGP,Bangladesh,Bay of Bengal; Indian Ocean,22.32,91.82
1145,49555,India East Coast -- 49310,Haldia Port, ,IN HAL,India,Bay of Bengal; Indian Ocean,22.02,88.08
1146,49450,India East Coast -- 49310,Chennai (Madras), ,IN MAA,India,Bay of Bengal; Indian Ocean,13.10,80.30
1147,48730,India West Coast -- 48610,Pipavav Bandar, ,IN PAV,India,Arabian Sea; Indian Ocean,20.92,71.52
1148,49430,India East Coast -- 49310,Pondicherry,New Pondicherry; Pondicherri,IN PNY,India,Bay of Bengal; Indian Ocean,11.93,79.83
1149,48760,India West Coast -- 48610,Bhavnagar, ,IN BHU,India,Arabian Sea; Indian Ocean,21.77,72.23
1150,49240,Sri Lanka -- 49210,Colombo, ,LK CMB,Sri Lanka,Laccadive Sea; Indian Ocean,6.95,79.85
1151,49480,India East Coast -- 49310,Vishakhapatnam,Vizagapatam,IN NRP,India,Bay of Bengal; Indian Ocean,17.68,83.30
1152,49535,India East Coast -- 49310,Paradip, ,IN PPT,India,Bay of Bengal; Indian Ocean,20.27,86.68
1153,49454,India East Coast -- 49310,Kamarajar Port,Ennur,INENR,India,Bay of Bengal; Indian Ocean,13.26,80.34
1154,49250,Sri Lanka -- 49210,Galle Harbor, ,LK GAL,Sri Lanka,Indian Ocean,6.03,80.23
1155,49500,India East Coast -- 49310,Gopalpur, ,IN GPR,India,Bay of Bengal; Indian Ocean,19.30,84.97
1156,48970,India West Coast -- 48610,Marmagao, ,IN MRM,India,Arabian Sea; Indian Ocean,15.42,73.80
1157,48840,India West Coast -- 48610,Mumbai (Bombay), ,IN BOM,India,Arabian Sea; Indian Ocean,18.97,72.87
1158,49110,India West Coast -- 48610,Beypore,Beipur,IN BEY,India,Laccadive Sea; Indian Ocean,11.17,75.80
1159,48900,India West Coast -- 48610,Ratnagiri, ,IN RTC,India,Arabian Sea; Indian Ocean,16.98,73.28
1160,49000,India West Coast -- 48610,Belekeri, ,IN BLK,India,Arabian Sea; Indian Ocean,14.70,74.27
1161,49350,India East Coast -- 49310,Nagappattinam, ,IN NPT,India,Bay of Bengal; Indian Ocean,10.77,79.85
1162,48674,India West Coast -- 48610,Dahej, ,IN DAH,India,Arabian Sea; Indian Ocean,21.70,72.53
1163,48960,India West Coast -- 48610,Panaji, ,IN PAN,India,Arabian Sea; Indian Ocean,15.50,73.82
1164,49300,Sri Lanka -- 49210,Kankesanturai, ,LK KNK,Sri Lanka,Palk Strait; Indian Ocean,9.82,80.05
1165,49454.5,India East Coast -- 49310,Kattupalli Port, ,INKRI,India,Bay of Bengal; Indian Ocean,13.31,80.35
1166,49550,India East Coast -- 49310,Baleshwar, , ,India,Bay of Bengal; Indian Ocean,21.48,86.95
1167,49460,India East Coast -- 49310,Machilipatnam,Masulipatam, ,India,Bay of Bengal; Indian Ocean,16.15,81.15
1168,49160,India West Coast -- 48610,Quilon (Kollam), ,IN QUI,India,Laccadive Sea; Indian Ocean,8.87,76.58
1169,49040,India West Coast -- 48610,Azhikal (Azhikkal),Beliapatam; Valarpattam,IN AZK,India,Laccadive Sea; Indian Ocean,11.95,75.31
1170,49170,India West Coast -- 48610,Trivandrum, ,IN TRV,India,Laccadive Sea; Indian Ocean,8.48,76.95
1171,49180,India West Coast -- 48610,Kolachel, , ,India,Laccadive Sea; Indian Ocean,8.17,77.25
1172,49100,India West Coast -- 48610,Calicut (Kozhikode), ,IN CCJ,India,Laccadive Sea; Indian Ocean,11.25,75.77
1173,12025,Venezuela -- 11950,La Salina, ,VE LSV,Venezuela,Caribbean Sea; North Atlantic Ocean,10.37,-71.47
1174,9550,Mexico East Coast -- 9350,San Miguel De Cozumel,Cozumel,MX CZM,Mexico,Caribbean Sea; North Atlantic Ocean,20.50,-86.97
1175,9425,Mexico East Coast -- 9350,Dos Bocas Terminal, ,MX DBT,Mexico,Gulf of Mexico; North Atlantic Ocean,18.43,-93.22
1176,12032,Venezuela -- 11950,Punta De Palmas,Punta Palmas,VE PLV,Venezuela,Caribbean Sea; North Atlantic Ocean,10.78,-71.58
1177,11980,Venezuela -- 11950,San Lorenzo, ,VE SLV,Venezuela,Caribbean Sea; North Atlantic Ocean,9.78,-71.07
1178,11840,Aruba -- 11825,Paarden Baai - (Oranjestad), ,AW ORJ,Aruba,Caribbean Sea; North Atlantic Ocean,12.52,-70.03
1179,12230,Venezuela -- 11950,El Guamache, ,VE EGU,Venezuela,Caribbean Sea; North Atlantic Ocean,10.90,-64.10
1180,12185,Venezuela -- 11950,Puerto La Cruz, ,VE PCZ,Venezuela,Caribbean Sea; North Atlantic Ocean,10.25,-64.63
1181,12200,Venezuela -- 11950,Guanta, ,VE GUT,Venezuela,Caribbean Sea; North Atlantic Ocean,10.25,-64.58
1182,12090,Venezuela -- 11950,Puerto Cumarebo,Tucupido,VE CMR,Venezuela,Caribbean Sea; North Atlantic Ocean,11.48,-69.35
1183,12034,Venezuela -- 11950,Bajo Grande, ,VE BJV,Venezuela,Caribbean Sea; North Atlantic Ocean,10.52,-71.63
1184,12220,Venezuela -- 11950,Cumana (Puerto Sucre),Puerto Sucre,VE CUM,Venezuela,Caribbean Sea; North Atlantic Ocean,10.47,-64.18
1185,11940,Colombia North Coast -- 11860,Santa Marta, ,CO SMR,Colombia,Caribbean Sea; North Atlantic Ocean,11.25,-74.22
1186,12035,Venezuela -- 11950,Puerto Miranda, ,VE MIV,Venezuela,Caribbean Sea; North Atlantic Ocean,10.77,-71.57
1187,11910,Colombia North Coast -- 11860,Cartagena, ,CO CTG,Colombia,Caribbean Sea; North Atlantic Ocean,10.42,-75.53
1188,11935,Colombia North Coast -- 11860,Pozos Colorados, ,CO POC,Colombia,Caribbean Sea; North Atlantic Ocean,11.15,-74.25
1189,11946,Colombia North Coast -- 11860,Puerto Bolivar, ,CO PBO,Colombia,Caribbean Sea; North Atlantic Ocean,12.25,-71.97
1190,12180,Venezuela -- 11950,Jose Terminal, ,VE JOT,Venezuela,Caribbean Sea; North Atlantic Ocean,10.10,-64.85
1191,45025,Lebanon -- 45020,Tarabulus, ,LBKYE,Lebanon,Mediterranean Sea; North Atlantic Ocean,34.45,35.83
1192,45003,Syria -- 45000,Tartus,Tartous,SY TTS,Syria,Mediterranean Sea; North Atlantic Ocean,34.90,35.87
1193,45030,Lebanon -- 45020,Bayrut,Beirut; Beyrouth,LB BEY,Lebanon,Mediterranean Sea; North Atlantic Ocean,33.90,35.50
1194,45005,Syria -- 45000,Baniyas, ,SY BAN,Syria,Mediterranean Sea; North Atlantic Ocean,35.19,35.94
1195,10978, ,Amber Cove, ,COAMB,Dominican Republic,North Atlantic Ocean,19.83,-70.77
1196,10962, ,Manzanillo, ,DOMAN,Dominican Republic,North Atlantic Ocean,19.72,-71.75
1197,9930, ,Freeport, ,BMFPT,Bermuda,North Atlantic Ocean,32.32,-64.83
1198,10030, ,Providenciales, ,TCPLS,Turks and Caicos Islands,North Atlantic Ocean,21.73,-72.28
1199,10370,Cuba South Coast -- 10310,Santiago De Cuba, ,CU SCU,Cuba,Caribbean Sea; North Atlantic Ocean,20.02,-75.83
1200,10320,Cuba South Coast -- 10310,Puerto Guantanamo,Deseo; El Deseo,CU GUB,Cuba,Caribbean Sea; North Atlantic Ocean,19.98,-75.13
1201,10260,Cuba North Coast -- 10030,Nicaro, ,CU ICR,Cuba,North Atlantic Ocean,20.72,-75.55
1202,11010,Dominican Republic -- 10950,Sanchez, ,DO SNZ,Dominican Republic,North Atlantic Ocean,19.23,-69.62
1203,9960,Bermuda Islands -- 9930,Hamilton, ,BM BDA,Bermuda,North Atlantic Ocean,32.30,-64.78
1204,11000,Dominican Republic -- 10950,Santa Barbara De Samana,Arroyo Barril; El Botado; Puerto Batadero; Puerto Duarte; Samana,DO SAM,Dominican Republic,North Atlantic Ocean,19.20,-69.33
1205,10280,Cuba North Coast -- 10030,Cayo Moa Grande, ,CUMOA,Cuba,North Atlantic Ocean,20.67,-74.90
1206,10585,Cayman Islands -- 10575,Cayman Brac, ,KY CYB,Cayman Islands,Caribbean Sea; North Atlantic Ocean,19.75,-79.75
1207,10120,Cuba North Coast -- 10030,Cardenas, ,CU CAR,Cuba,Straits of Florida; North Atlantic Ocean,23.05,-81.20
1208,10550,Cuba South Coast -- 10310,Nueva Gerona,Isla De Pinos,CU GER,Cuba,Caribbean Sea; North Atlantic Ocean,21.92,-82.80
1209,11075,Dominican Republic -- 10950,Cabo Rojo, ,DO CBJ,Dominican Republic,Caribbean Sea; North Atlantic Ocean,17.92,-71.65
1210,10130,Cuba North Coast -- 10030,Isabela De Sagua,Isabela; La Isabella; Sagua La Grande,CU IDS,Cuba,Straits of Florida; North Atlantic Ocean,22.95,-80.00
1211,10710,Jamaica North Coast -- 10590,Port Antonio, ,JM POT,Jamaica,Caribbean Sea; North Atlantic Ocean,18.18,-76.45
1212,10230,Cuba North Coast -- 10030,Antilla, ,CU ANT,Cuba,North Atlantic Ocean,20.83,-75.73
1213,11380,St Barthelemy -- 11375,Gustavia,Port De Gustavia,BL GUS,Guadeloupe,Caribbean Sea; North Atlantic Ocean,17.90,-62.85
1214,10110,Cuba North Coast -- 10030,Matanzas, ,CU QMA,Cuba,Straits of Florida; North Atlantic Ocean,23.05,-81.55
1215,10980,Dominican Republic -- 10950,Puerto Plata, ,DO POP,Dominican Republic,North Atlantic Ocean,19.80,-70.70
1216,10250,Cuba North Coast -- 10030,Felton, ,CUFEL,Cuba,North Atlantic Ocean,20.73,-75.60
1217,10270,Cuba North Coast -- 10030,Bahia De Sagua De Tanamo,Cayo Mambi; Puerto Tanamo,CU SDT,Cuba,North Atlantic Ocean,20.68,-75.33
1218,10930,Haiti -- 10810,Cap Haitien,Cape Haitien,HT CAP,Haiti,North Atlantic Ocean,19.77,-72.20
1219,9985,Bahama Islands -- 9980,Freeport, ,BS FPO,The Bahamas,North Atlantic Ocean,26.52,-78.78
1220,11370,St Martin -- 11355,Philipsburg,Filipsburg; Grand Bay; Groote Baai,SX PHI,Sint Maarten,Caribbean Sea; North Atlantic Ocean,18.02,-63.05
1221,10580,Cayman Islands -- 10575,Georgetown, ,KY GEC,Cayman Islands,Caribbean Sea; North Atlantic Ocean,19.30,-81.38
1222,11350,Tortola Island -- 11345,Road Harbor,Road Town, VG RAD,British Virgin Islands,Caribbean Sea; North Atlantic Ocean,18.42,-64.62
1223,10460,Cuba South Coast -- 10310,Manzanillo, ,CU MZO,Cuba,Caribbean Sea; North Atlantic Ocean,20.35,-77.12
1224,9987,Bahama Islands -- 9980,South Riding Point, ,BS SRP,The Bahamas,North Atlantic Ocean,26.62,-78.22
1225,11630,Saint Lucia -- 11615,Castries, ,LC CAS,Saint Lucia,Caribbean Sea; North Atlantic Ocean,14.02,-61.00
1226,10540,Cuba South Coast -- 10310,Cienfuegos, ,CU CFG,Cuba,Caribbean Sea; North Atlantic Ocean,22.15,-80.45
1227,10530,Cuba South Coast -- 10310,Casilda,Trinidad,CU CAS,Cuba,Caribbean Sea; North Atlantic Ocean,21.75,-79.98
1228,11020,Dominican Republic -- 10950,La Romana, ,DO LRM,Dominican Republic,Caribbean Sea; North Atlantic Ocean,18.42,-68.97
1229,9990,Bahama Islands -- 9980,Nassau, ,BS NAS,The Bahamas,North Atlantic Ocean,25.08,-77.35
1230,10470,Cuba South Coast -- 10310,Guayabal, ,CU GYB,Cuba,Caribbean Sea; North Atlantic Ocean,20.70,-77.62
1231,48030,Egypt Red Sea -- 47950,North Ain Sukhna Port,Sokhna Port,EG AIS,Egypt,Gulf of Suez; Red Sea; Indian Ocean,29.65,32.37
1232,10210, ,Banes, ,CUBAN,Cuba,North Atlantic Ocean,20.92,-75.72
1233,10140, ,Caibarien, ,CUCAI,Cuba,North Atlantic Ocean,22.53,-79.47
1234,10290, ,Baracoa, ,CUBCA,Cuba,North Atlantic Ocean,20.35,-74.50
1235,10240, ,Preston, ,CUPST,Cuba,North Atlantic Ocean,20.77,-75.65
1236,10480, ,Santa Cruz del Sur, ,CUSCS,Cuba,Caribbean Sea; North Atlantic Ocean,20.70,-77.98
1237,47946,Sudan -- 47910,Sawakin Harbor, ,SD SSD,Sudan,Red Sea; Indian Ocean,19.13,37.35
1238,10505, ,Palo Alto, ,CUPAL,Cuba,Caribbean Sea; North Atlantic Ocean,21.58,-78.97
1239,47900,Eritrea -- 47870,Mitsiwa Harbor,Massaua; Massawa,ER MSW,Eritrea,Red Sea; Indian Ocean,15.62,39.47
1240,47880,Eritrea -- 47870,Assab,Aseb,ER ASA,Eritrea,Red Sea; Indian Ocean,13.00,42.75
1241,16260,United States W Coast -- 16000,Moss,Moss Landing,US MLG,United States,North Pacific Ocean,36.80,-121.78
1242,48090,Jordan -- 48080,Al Aqabah,Aqaba,JO AQJ,Jordan,Gulf of Aqaba; Red Sea; Indian Ocean,29.52,35.00
1243,48045,Egypt Red Sea -- 47950,El-Adabiya,Al-Adabiyah,EG ADA,Egypt,Gulf of Suez; Red Sea; Indian Ocean,29.87,32.47
1244,48055,Egypt Red Sea -- 47950,Ain Sukhna Terminal,Ain Sukhnah; Sumed,EG AIS,Egypt,Gulf of Suez; Red Sea; Indian Ocean,29.58,32.37
1245,47940,Sudan -- 47910,Port Sudan,Bur Sudan,SD PZU,Sudan,Red Sea; Indian Ocean,19.60,37.23
1246,54830,Tasmania -- 54700,Dover, , ,Australia,South Pacific Ocean,-43.32,147.03
1247,48140,Saudi Arabia -- 48100,Jiddah,Jidda,SA JED,Saudi Arabia,Red Sea; Indian Ocean,21.48,39.18
1248,48142,Saudi Arabia -- 48100,Jizan,Gizan,SA GIZ,Saudi Arabia,Red Sea; Indian Ocean,16.90,42.48
1249,8680,US Gulf Coast -- 8650,St Petersburg, ,RULED,United States,Gulf of Mexico; North Atlantic Ocean,27.77,-82.62
1250,46180,Nigeria -- 46120,Sea Eagle Terminal, , ,Nigeria,Gulf of Guinea; North Atlantic Ocean,4.80,5.32
1251,46008,Ivory Coast -- 45960,Espoir Marine Terminal,Espoir Ivoirien,CI ESP,Cote D'Ivoire,North Atlantic Ocean,5.05,-4.45
1252,45970,Ivory Coast -- 45960,Baobab Marine Terminal,Baobab Ivoirien MV10,CI BAO,Cote D'Ivoire,North Atlantic Ocean,4.97,-4.55
1253,45963,Ivory Coast -- 45960,San Pedro, ,CI SPY,Cote D'Ivoire,North Atlantic Ocean,4.74,-6.61
1254,46070,Ghana -- 46010,Tema, ,GH TEM,Ghana,Gulf of Guinea; North Atlantic Ocean,5.63,0.02
1255,48165,Yemen Aden -- 48143,Al Ahmadi,Al Hudaydah; Hodeidah,YE HOD,Yemen,Red Sea; Indian Ocean,14.83,42.97
1256,48190,Yemen Aden -- 48143,Aden,Bandar At Tawahi,YE ADE,Yemen,Gulf of Aden; Indian Ocean,12.78,44.95
1257,45990,Ivory Coast -- 45960,Port Bouet,Bouet; Pickaninny Bassam,CI PBT,Cote D'Ivoire,North Atlantic Ocean,5.23,-3.97
1258,46131,Nigeria -- 46120,Tin Can Island, ,NG TIN,Nigeria,Bight of Benin; Gulf of Guinea; North Atlantic Ocean,6.35,3.35
1259,46000,Ivory Coast -- 45960,Abidjan, ,CI ABJ,Cote D'Ivoire,North Atlantic Ocean,5.25,-4.02
1260,46090,Togo -- 46080,Lome,Port De Lome,TG LFW,Togo,Bight of Benin; Gulf of Guinea; North Atlantic Ocean,6.13,1.28
1261,46095,Togo -- 46080,Kpeme, ,TG KPE,Togo,Bight of Benin; Gulf of Guinea; North Atlantic Ocean,6.20,1.52
1262,46171,Nigeria -- 46120,Ukpokiti Marine Terminal, ,NG UKP,Nigeria,Bight of Benin; Gulf of Guinea; North Atlantic Ocean,5.73,4.83
1263,46040,Ghana -- 46010,Takoradi, ,GH TKD,Ghana,Gulf of Guinea; North Atlantic Ocean,4.88,-1.73
